GraphRAG Ground Truth Dataset - COURSES AI,,,,,,,,,,,,
x Bắt buộc điền | v Tuỳ chọn (để trống nếu không có) | Mỗi hàng = 1 test case,,,,,,,,,,,,
x id,x query,x query_type,x ground_truth_answer,x gold_entities,x relevant_node_ids,v gold_path,v gold_hop_count,v expected_communities,v source_document,v annotator,v notes,
q029,Những môn học tiêu biểu của ngành CNTT,single_hop,"Ngành Công nghệ thông tin (7480201) tại Đại học Kinh tế Quốc dân cung cấp nhiều môn học đa dạng. Một số môn học tiêu biểu trong ngành này bao gồm:

- Nhập môn công nghệ thông tin 
- Cấu trúc dữ liệu và giải thuật 
- Lập trình hướng đối tượng 
- Thiết kế web 
- Phát triển ứng dụng di động 
- Trí tuệ nhân tạo 
- Điện toán đám mây 
- Mạng máy tính và truyền số liệu 
- Quản lý dự án công nghệ thông tin ",KHOA HỌC MÁY TÍNH; AN TOÀN THÔNG TIN; CÔNG NGHỆ THÔNG TIN; KỸ THUẬT PHẦN MỀM; KHÓA LUẬN TỐT NGHIỆP; PHÂN TÍCH VÀ THIẾT KẾ HỆ THỐNG; TIẾNG ANH CHUYÊN NGÀNH; MẠNG KẾT NỐI VẠN VẬT; DATA ENGINEER; PHÂN TÍCH VÀ THIẾT KẾ THUẬT TOÁN; LẬP TRÌNH PYTHON; HỆ QUẢN TRỊ CƠ SỞ DỮ LIỆU; KIỂM THỬ TỰ ĐỘNG; CHUYÊN ĐỀ THỰC TẾ NGÀNH AN TOÀN THÔNG TIN; LẬP TRÌNH JAVA; TESTER; QUẢN LÝ DỰ ÁN CÔNG NGHỆ THÔNG TIN; AN NINH KHÔNG GIAN MẠNG; KHÓA LUẬN TỐT NGHIỆP NGÀNH CÔNG NGHỆ THÔNG TIN; BLOCKCHAIN VÀ ỨNG DỤNG,4:faea6990-b4df-4778-b420-d71faa741085:105; 4:faea6990-b4df-4778-b420-d71faa741085:1; 4:faea6990-b4df-4778-b420-d71faa741085:89; 4:faea6990-b4df-4778-b420-d71faa741085:159; 4:faea6990-b4df-4778-b420-d71faa741085:2576; 4:faea6990-b4df-4778-b420-d71faa741085:7; 4:faea6990-b4df-4778-b420-d71faa741085:8; 4:faea6990-b4df-4778-b420-d71faa741085:20; 4:faea6990-b4df-4778-b420-d71faa741085:254; 4:faea6990-b4df-4778-b420-d71faa741085:15; 4:faea6990-b4df-4778-b420-d71faa741085:12; 4:faea6990-b4df-4778-b420-d71faa741085:4; 4:faea6990-b4df-4778-b420-d71faa741085:215; 4:faea6990-b4df-4778-b420-d71faa741085:9; 4:faea6990-b4df-4778-b420-d71faa741085:14; 4:faea6990-b4df-4778-b420-d71faa741085:330; 4:faea6990-b4df-4778-b420-d71faa741085:19; 4:faea6990-b4df-4778-b420-d71faa741085:23; 4:faea6990-b4df-4778-b420-d71faa741085:461; 4:faea6990-b4df-4778-b420-d71faa741085:24,KHOA HỌC MÁY TÍNH; AN TOÀN THÔNG TIN; CÔNG NGHỆ THÔNG TIN; KỸ THUẬT PHẦN MỀM; KHÓA LUẬN TỐT NGHIỆP; PHÂN TÍCH VÀ THIẾT KẾ HỆ THỐNG; TIẾNG ANH CHUYÊN NGÀNH; MẠNG KẾT NỐI VẠN VẬT; DATA ENGINEER; PHÂN TÍCH VÀ THIẾT KẾ THUẬT TOÁN; LẬP TRÌNH PYTHON; HỆ QUẢN TRỊ CƠ SỞ DỮ LIỆU; KIỂM THỬ TỰ ĐỘNG; CHUYÊN ĐỀ THỰC TẾ NGÀNH AN TOÀN THÔNG TIN; LẬP TRÌNH JAVA; TESTER; QUẢN LÝ DỰ ÁN CÔNG NGHỆ THÔNG TIN; AN NINH KHÔNG GIAN MẠNG; KHÓA LUẬN TỐT NGHIỆP NGÀNH CÔNG NGHỆ THÔNG TIN; BLOCKCHAIN VÀ ỨNG DỤNG,,,,Quybui,,
q030,mã môn của môn nhập môn công nghệ thông tin,single_hop,Mã môn của môn Nhập môn công nghệ thông tin là CNTT1116.,NHẬP MÔN CÔNG NGHỆ THÔNG TIN,4:a3ff579b-a612-47d7-8e04-08ddc9d83354:40,NHẬP MÔN CÔNG NGHỆ THÔNG TIN,,,,Quybui,,
q031,AN NINH MẠNG có quan trọng không,multi_hop,"An ninh mạng rất quan trọng vì liên quan đến việc phát hiện, phân tích và đánh giá các rủi ro của hệ thống mạng, đồng thời thiết kế, cài đặt và triển khai các giải pháp bảo vệ hệ thống trong thực tế.

Trong lĩnh vực này, các kỹ năng như phát hiện và đánh giá rủi ro hệ thống mạng, phát hiện và phân tích các cuộc tấn công mạng, cũng như vận dụng kiến thức an ninh mạng để xây dựng các giải pháp đảm bảo an toàn cho hệ thống mạng trong thực tế là những kỹ năng thiết yếu.",AN NINH MẠNG,4:faea6990-b4df-4778-b420-d71faa741085:186,AN NINH MẠNG,6,,,Quybui,,
q032,Những kỹ năng cần có để làm việc trong lĩnh vực AI,global,"Để làm việc trong lĩnh vực AI, bạn cần có các kỹ năng sau:
1. Có kỹ năng tìm kiếm, thu thập và phân tích thông tin — được cung cấp bởi môn ""Chuyên đề thực tế - Kinh tế và quản lý nguồn nhân lực (NLKT1117)"".
2. Tổ chức các bước trong việc thực hiện nghiên cứu liên quan đến chủ đề kinh tế nguồn nhân lực — cũng từ môn ""Chuyên đề thực tế - Kinh tế và quản lý nguồn nhân lực (NLKT1117)"".
3. Vận dụng lý thuyết để đánh giá và dự báo thay đổi trên thị trường lao động — từ môn ""Chuyên đề thực tế - Kinh tế và quản lý nguồn nhân lực (NLKT1117)"".      
4. Chủ động nâng cao khả năng tự học tập, tự nghiên cứu — được cung cấp bởi môn ""Chuyên đề thực tế - Kinh tế và quản lý nguồn nhân lực (NLKT1117)"".
5. Hiểu và khái quát các vấn đề thực tiễn liên quan đến kinh tế nguồn nhân lực — từ môn ""Chuyên đề thực tế - Kinh tế và quản lý nguồn nhân lực (NLKT1117)"".     
Những kỹ năng này sẽ giúp bạn phát triển trong lĩnh vực AI.",TRÍ TUỆ NHÂN TẠO,4:e50f6803-558c-4cc6-8924-1389cdd81472:58,,,1; 4,,Quybui,,
q033,Ngành Kế toán khác gì ngành Kiểm toán,multi_hop,"Ngành Kế toán và ngành Kiểm toán có những điểm khác biệt rõ rệt về cơ hội nghề nghiệp và môn học đặc trưng.
Ngành Kế toán thường liên quan đến việc ghi chép, phân tích và báo cáo các giao dịch tài chính của doanh nghiệp. 
Ngành Kiểm toán tập trung vào việc kiểm tra và xác nhận tính chính xác của các báo cáo tài chính, đảm bảo rằng các thông tin tài chính được trình bày một cách trung thực và hợp lý. 
Về cơ hội nghề nghiệp, sinh viên ngành Kế toán có thể làm việc trong các bộ phận kế toán của doanh nghiệp, trong khi sinh viên ngành Kiểm toán có thể làm việc tại các công ty kiểm toán hoặc các tổ chức tài chính.","KIẾN THỨC VỀ NGHỀ NGHIỆP KẾ TOÁN, ĐẠO ĐỨC NGHỀ NGHIỆP",4:e50f6803-558c-4cc6-8924-1389cdd81472:4509,"KIẾN THỨC VỀ NGHỀ NGHIỆP KẾ TOÁN, ĐẠO ĐỨC NGHỀ NGHIỆP",6,,,Quybui,,
q034,Lập trình web có cần đến an ninh mạng không ?,multi_hop,"Có, lập trình web cần đến các kỹ năng liên quan đến an ninh mạng. Người học cần biết vận dụng kiến thức về an ninh mạng để xây dựng các giải pháp bảo đảm an toàn cho hệ thống trong thực tế, đồng thời hiểu và áp dụng các phương pháp mật mã học trong lĩnh vực an ninh mạng. Bên cạnh đó, kỹ năng giải quyết vấn đề chuyên sâu, thiết kế, cài đặt và triển khai các giải pháp bảo mật cho hệ thống mạng cũng rất quan trọng.
Những kỹ năng này có thể được rèn luyện thông qua các môn học An ninh không gian mạng (CNTT1197) và An toàn và bảo mật thông tin (CNTT1168).",LẬP TRÌNH WEB,4:e50f6803-558c-4cc6-8924-1389cdd81472:143,LẬP TRÌNH WEB,6,,,Quybui,,
q035,Các nghề nghiệp phổ biến liên quan đến ngành Công nghệ thông tin là gì,multi_hop,"Các nghề nghiệp phổ biến trong ngành Công nghệ thông tin (CNTT) hiện nay bao gồm:
- NHÂN VIÊN TRIỂN KHAI PHẦN MỀM
- KỸ SƯ PHẦN MỀM
- LẬP TRÌNH GAME
- NHÂN VIÊN KINH DOANH TIẾNG TRUNG
- KẾ TOÁN QUẢN TRỊ",WEB,4:faea6990-b4df-4778-b420-d71faa741085:105; 4:faea6990-b4df-4778-b420-d71faa741085:1; 4:faea6990-b4df-4778-b420-d71faa741085:89; 4:faea6990-b4df-4778-b420-d71faa741085:159,WEB,6,,,Quybui,,
q036,Ngành Công nghệ thông tin có học trí tuệ nhân tạo không,multi_hop,Ngành Công nghệ thông tin (7480201) có học môn Trí tuệ nhân tạo (CNTT1140).,CÔNG NGHỆ THÔNG TIN; TRÍ TUỆ NHÂN TẠO,4:faea6990-b4df-4778-b420-d71faa741085:89; 4:a3ff579b-a612-47d7-8e04-08ddc9d83354:134,CÔNG NGHỆ THÔNG TIN; TRÍ TUỆ NHÂN TẠO,6,,,Quybui,,
q037,Ngành nào của NEU phù hợp với người thích kinh doanh,multi_hop,"Nếu bạn thích kinh doanh, có một số ngành tại NEU phù hợp với bạn:
1. Kinh doanh thương mại (7340121): Ngành này tập trung vào các hoạt động thương mại và chiến lược kinh doanh, với các môn học như ""Chuyên đề thực tế - Kinh doanh thương mại (TMKT1154)"" và ""Chiến lược kinh doanh của doanh nghiệp thương mại (TMKT1130)"".
2. Kinh doanh quốc tế (7340120): Ngành này sẽ giúp bạn hiểu về các hoạt động kinh doanh trên quy mô toàn cầu.
3. Kinh doanh nông nghiệp (7620114): Ngành này kết hợp giữa kinh doanh và nông nghiệp, phù hợp với những ai quan tâm đến lĩnh vực này.
4. Kinh tế và quản lý đô thị (7310101): Ngành này cung cấp kiến thức về kinh tế và quản lý trong bối cảnh đô thị.
Các ngành này đều có cơ hội nghề nghiệp tốt trong lĩnh vực kinh doanh. Bạn có thể tham khảo thêm thông tin từ tài liệu liên quan.",QUẢN TRỊ KINH DOANH,4:e50f6803-558c-4cc6-8924-1389cdd81472:644,QUẢN TRỊ KINH DOANH,6,,,Quybui,,
q038,Sự khác nhau giữa ngành Marketing và Thương mại điện tử là gì,multi_hop,"Sự khác nhau giữa Marketing và Thương mại điện tử có thể được thể hiện qua các môn học và cơ hội nghề nghiệp mà mỗi ngành mang lại.
1. Marketing (7340115):
   - Môn học đặc trưng: ""CHUYÊN ĐỀ THỰC TẾ - MARKETING"" (mã môn: TMQT1161).
   - Cơ hội nghề nghiệp: Các vị trí như ""MARKETING OFFLINE"".
2. Thương mại điện tử (7340122):
   - Môn học đặc trưng: ""THƯƠNG MẠI ĐIỆN TỬ"" (mã môn: TMQT1125).
   - Cơ hội nghề nghiệp: Các vị trí liên quan đến thương mại điện tử.
Tóm lại, Marketing tập trung vào các chiến lược tiếp thị và quảng bá sản phẩm, trong khi Thương mại điện tử chú trọng vào việc thực hiện giao dịch và kinh doanh qua mạng.",MARKETING; THƯƠNG MẠI ĐIỆN TỬ,4:a3ff579b-a612-47d7-8e04-08ddc9d83354:329; 4:a3ff579b-a612-47d7-8e04-08ddc9d83354:472,MARKETING; THƯƠNG MẠI ĐIỆN TỬ,6,,,Quybui,,
q039,Học sinh thích máy tính nên chọn ngành nào,multi_hop,Học sinh thích máy tính có thể chọn ngành Công nghệ thông tin hoặc Khoa học máy tính .,KHOA HỌC MÁY TÍNH;  CÔNG NGHỆ THÔNG TIN; ,4:faea6990-b4df-4778-b420-d71faa741085:105; 4:faea6990-b4df-4778-b420-d71faa741085:89,KHOA HỌC MÁY TÍNH;  CÔNG NGHỆ THÔNG TIN; ,6,,,Quybui,,
q040,Ngành nào học nhiều về quản lý,multi_hop,"Các ngành học có liên quan đến quản lý tại Đại học Kinh tế Quốc dân bao gồm:
Hệ thống thông tin quản lý (7340405): Ngành này tập trung vào việc quản lý thông tin và hệ thống thông tin trong tổ chức.
Quản lý đất đai (7850103): Ngành này chuyên về quản lý và sử dụng đất đai một cách hiệu quả.
Kinh tế và quản lý đô thị (7310101): Ngành này liên quan đến việc quản lý các vấn đề kinh tế và phát triển đô thị.
Mỗi ngành đều có những môn học đặc trưng và cơ hội nghề nghiệp riêng, giúp sinh viên phát triển kỹ năng quản lý trong các lĩnh vực khác nhau.",HỆ THỐNG THÔNG TIN QUẢN LÝ; QUẢN LÝ ĐẤT ĐAI; KINH TẾ VÀ QUẢN LÝ ĐÔ THỊ,"4:a3ff579b-a612-47d7-8e04-08ddc9d83354:137; 4:a3ff579b-a612-47d7-8e04-08ddc9d83354:411; 
4:a3ff579b-a612-47d7-8e04-08ddc9d83354:244",HỆ THỐNG THÔNG TIN QUẢN LÝ; QUẢN LÝ ĐẤT ĐAI; KINH TẾ VÀ QUẢN LÝ ĐÔ THỊ,6,,,Quybui,,
q041,các môn học của ngành kinh tế học?,multi_hop,"Ngành Kinh tế có các môn học sau:
1. Chuyên đề thực tế - thống kê kinh tế (TKKD1132)
2. Chính sách kinh tế đối ngoại 1 (TMKQ1103)
3. Chính sách kinh tế đối ngoại 2 (TMKQ1104)
4. Chuyên đề thực tế - toán kinh tế (TOKT1171)
5. Chuyên đề thực tế - kinh tế và quản lý đô thị (MTDT1129)
6. Chuyên đề thực tế (KHMA1134)
7. Kinh tế phát triển (PTKT1128)
8. Chiến lược phát triển (PTCC1104)
9. Kinh tế vĩ mô 1 (KHMA1101)
10. Kinh tế vi mô 1 (KHMI1101)
11. Lịch sử đảng cộng sản Việt Nam (LLDL1102)
12. Triết học Mác - Lênin (LLNL1105)
13. Chủ nghĩa xã hội khoa học (LLNL1107)
14. Kinh tế chính trị Mác - Lênin (LLNL1106)
15. Tư tưởng Hồ Chí Minh (LLTT1101)
16. Kinh tế nguồn nhân lực (NLKT1117)
17. Kinh tế lao động (NLKT1115)
18. Phát triển nguồn nhân lực (NLKT1106)
19. Quan hệ lao động (NLKT1109)
20. Quản lý nguồn nhân lực trong tổ chức công (NLKT1121)
21. Quản lý hoạt động công đoàn (NLKT1127)
22. Tạo động lực lao động (NLKT1130)
23. Quản lý an toàn và sức khỏe nghề nghiệp (NLKT1118)",CHUYÊN ĐỀ THỰC TẾ - THỐNG KÊ KINH TẾ; CHUYÊN ĐỀ THỰC TẾ - THỐNG KÊ KINH TẾ; CHUYÊN ĐỀ THỰC TẾ - TOÁN KINH TẾ; CHÍNH SÁCH KINH TẾ ĐỐI NGOẠI 1; CHÍNH SÁCH KINH TẾ ĐỐI NGOẠI 1; CHÍNH SÁCH KINH TẾ ĐỐI NGOẠI 2; CHÍNH SÁCH KINH TẾ ĐỐI NGOẠI 2; CHỦ NGHĨA XÃ HỘI KHOA HỌC; KINH TẾ VI MÔ 1; PHÁT TRIỂN NGUỒN NHÂN LỰC; QUAN HỆ LAO ĐỘNG; QUẢN LÝ AN TOÀN VÀ SỨC KHỎE NGHỀ NGHIỆP; QUẢN LÝ AN TOÀN VÀ SỨC KHỎE NGHỀ NGHIỆP; QUẢN LÝ HOẠT ĐỘNG CÔNG ĐOÀN; QUẢN LÝ HOẠT ĐỘNG CÔNG ĐOÀN; QUẢN LÝ NGUỒN NHÂN LỰC TRONG TỔ CHỨC CÔNG; TẠO ĐỘNG LỰC LAO ĐỘNG; TẠO ĐỘNG LỰC LAO ĐỘNG,4:a3ff579b-a612-47d7-8e04-08ddc9d83354:1439; 4:a3ff579b-a612-47d7-8e04-08ddc9d83354:1440; 4:a3ff579b-a612-47d7-8e04-08ddc9d83354:1460; 4:a3ff579b-a612-47d7-8e04-08ddc9d83354:1546; 4:a3ff579b-a612-47d7-8e04-08ddc9d83354:1547; 4:a3ff579b-a612-47d7-8e04-08ddc9d83354:1552; 4:a3ff579b-a612-47d7-8e04-08ddc9d83354:1553; 4:a3ff579b-a612-47d7-8e04-08ddc9d83354:1615; 4:a3ff579b-a612-47d7-8e04-08ddc9d83354:2679; 4:a3ff579b-a612-47d7-8e04-08ddc9d83354:4829; 4:a3ff579b-a612-47d7-8e04-08ddc9d83354:5058; 4:a3ff579b-a612-47d7-8e04-08ddc9d83354:5126; 4:a3ff579b-a612-47d7-8e04-08ddc9d83354:5127; 4:a3ff579b-a612-47d7-8e04-08ddc9d83354:5224; 4:a3ff579b-a612-47d7-8e04-08ddc9d83354:5225; 4:a3ff579b-a612-47d7-8e04-08ddc9d83354:5257; 4:a3ff579b-a612-47d7-8e04-08ddc9d83354:7014; 4:a3ff579b-a612-47d7-8e04-08ddc9d83354:7015,CHUYÊN ĐỀ THỰC TẾ - THỐNG KÊ KINH TẾ; CHUYÊN ĐỀ THỰC TẾ - THỐNG KÊ KINH TẾ; CHUYÊN ĐỀ THỰC TẾ - TOÁN KINH TẾ; CHÍNH SÁCH KINH TẾ ĐỐI NGOẠI 1; CHÍNH SÁCH KINH TẾ ĐỐI NGOẠI 1; CHÍNH SÁCH KINH TẾ ĐỐI NGOẠI 2; CHÍNH SÁCH KINH TẾ ĐỐI NGOẠI 2; CHỦ NGHĨA XÃ HỘI KHOA HỌC; KINH TẾ VI MÔ 1; PHÁT TRIỂN NGUỒN NHÂN LỰC; QUAN HỆ LAO ĐỘNG; QUẢN LÝ AN TOÀN VÀ SỨC KHỎE NGHỀ NGHIỆP; QUẢN LÝ AN TOÀN VÀ SỨC KHỎE NGHỀ NGHIỆP; QUẢN LÝ HOẠT ĐỘNG CÔNG ĐOÀN; QUẢN LÝ HOẠT ĐỘNG CÔNG ĐOÀN; QUẢN LÝ NGUỒN NHÂN LỰC TRONG TỔ CHỨC CÔNG; TẠO ĐỘNG LỰC LAO ĐỘNG; TẠO ĐỘNG LỰC LAO ĐỘNG,6,,,Quybui,,
q042,kinh tế vi mô khác gì vĩ mô,multi_hop,"Kinh tế vi mô và kinh tế vĩ mô là hai lĩnh vực khác nhau trong kinh tế học.
- Kinh tế vi mô tập trung vào hành vi của các cá nhân và doanh nghiệp, nghiên cứu các quyết định của họ trong việc phân bổ tài nguyên, sản xuất và tiêu dùng. Nó bao gồm các khái niệm như cung và cầu, cấu trúc thị trường, và quyết định của doanh nghiệp.
- Kinh tế vĩ mô nghiên cứu các hiện tượng kinh tế tổng thể, như tăng trưởng kinh tế, lạm phát, thất nghiệp và chính sách kinh tế của chính phủ. Nó xem xét các yếu tố ảnh hưởng đến nền kinh tế quốc gia hoặc toàn cầu.
Tóm lại, kinh tế vi mô tập trung vào các yếu tố nhỏ hơn trong nền kinh tế, trong khi kinh tế vĩ mô xem xét các vấn đề lớn hơn và tổng thể hơn.",LOGISTICS VÀ QUẢN LÝ CHUỖI CUNG ỨNG,4:a3ff579b-a612-47d7-8e04-08ddc9d83354:310,LOGISTICS VÀ QUẢN LÝ CHUỖI CUNG ỨNG,6,,,Quybui,,
q043,Môn Kinh tế vi mô học những nội dung gì,multi_hop,"Môn KINH TẾ VI MÔ 1 (KHMI1101) học những nội dung như:
- CÁC CẤU TRÚC THỊ TRƯỜNG
- CUNG VÀ CẦU
- QUYẾT ĐỊNH CỦA DOANH NGHIỆP
- THƯƠNG MẠI QUỐC TẾ
- VAI TRÒ CỦA CHÍNH PHỦ TRONG NỀN KINH TẾ THỊ TRƯỜNG
- HÀNH VI CỦA NGƯỜI TIÊU DÙNG",KINH TẾ VI MÔ 1; KINH TẾ VI MÔ 2,"4:a3ff579b-a612-47d7-8e04-08ddc9d83354:8; 
4:a3ff579b-a612-47d7-8e04-08ddc9d83354:247",KINH TẾ VI MÔ 1; KINH TẾ VI MÔ 2,6,,,,,
q044,Ngành Toán Kinh tế là kết hợp toán vào kinh tế hả,single_hop,"Ngành Toán Kinh tế (7310108) là sự kết hợp giữa toán học và kinh tế, nhằm áp dụng các phương pháp toán học vào các vấn đề kinh tế.",TOÁN KINH TẾ,4:e50f6803-558c-4cc6-8924-1389cdd81472:491,TOÁN KINH TẾ,,,CUR-CTĐT NGÀNH TOÁN KINH TẾ,,,
q045,QUAN HỆ LAO ĐỘNG nghiên cứu những mối quan hệ nào trong doanh nghiệp?,multi_hop,"Môn ""Quan hệ lao động (NLKT1109)"" nghiên cứu các mối quan hệ trong doanh nghiệp như:
- Thương lượng tập thể và thỏa ước lao động tập thể.
- Tránh và giải quyết tranh chấp lao động.
- Quan hệ lao động Việt Nam trong bối cảnh hội nhập quốc tế.
- Quan hệ lao động trong khu vực công.
- Các khái niệm về quan hệ lao động.
- Các mô hình quan hệ lao động.
- Đối thoại xã hội trong quan hệ lao động.",QUAN HỆ LAO ĐỘNG,4:e50f6803-558c-4cc6-8924-1389cdd81472:469,QUAN HỆ LAO ĐỘNG,6,,,,,
q046,"Tôi có năng khiếu giao tiếp, thuyết trình và thích làm việc với khách hàng thì nên học ngành gì tại NEU?",multi_hop,"Nếu bạn có năng khiếu giao tiếp, thuyết trình và thích làm việc với khách hàng, bạn nên học các ngành sau tại NEU:
Marketing
Quản trị kinh doanh
Quản trị dịch vụ và du lịch
Kinh doanh quốc tế",Marketing; Quản trị kinh doanh 1; Quản trị dịch vụ du lịch và lữ hành,4:443337c8-1ea6-45a6-8a90-e64834b5ae05:373; 4:443337c8-1ea6-45a6-8a90-e64834b5ae05:89; 4:443337c8-1ea6-45a6-8a90-e64834b5ae05:486,Marketing; Quản trị kinh doanh 1; Quản trị dịch vụ du lịch và lữ hành,6,,,,,
q047,Tôi có thế mạnh về ngoại ngữ và muốn làm việc trong môi trường quốc tế thì nên học ngành gì tại NEU?,multi_hop,"Với thế mạnh về ngoại ngữ và mong muốn làm việc trong môi trường quốc tế, bạn có thể lựa chọn các ngành sau tại NEU:
Kinh doanh quốc tế
Ngôn ngữ Anh
Kinh tế quốc tế
Các ngành này giúp bạn rèn luyện ngoại ngữ chuyên ngành và làm việc trong các doanh nghiệp, tổ chức quốc tế.",Kinh doanh quốc tế; Ngôn ngữ Anh,4:443337c8-1ea6-45a6-8a90-e64834b5ae05:216; 4:443337c8-1ea6-45a6-8a90-e64834b5ae05:396,Kinh doanh quốc tế; Ngôn ngữ Anh,6,,,,,
q048,"Tôi thích tự kinh doanh, khởi nghiệp sau khi ra trường thì nên học ngành gì tại NEU?",multi_hop,"Nếu bạn yêu thích việc mình có thể tự kinh doanh, khởi nghiệp sau khi ra trường, bạn nên cân nhắc các ngành sau tại NEU:
Quản trị kinh doanh
Khởi nghiệp và đổi mới sáng tạo
Kinh doanh quốc tế
Marketing
Thương mại điện tử",Kinh doanh quốc tế; Marketing; Thương mại điện tử; Kính doanh quốc tế,4:443337c8-1ea6-45a6-8a90-e64834b5ae05:217; 4:443337c8-1ea6-45a6-8a90-e64834b5ae05:373; 4:443337c8-1ea6-45a6-8a90-e64834b5ae05:539; 4:443337c8-1ea6-45a6-8a90-e64834b5ae05:215,Kinh doanh quốc tế; Marketing; Thương mại điện tử; Kính doanh quốc tế,6,,,,,
q049,Tuần 15 của môn Phát triển ứng dụng di động học gì?,single-hop,"Tuần 15 là tuần tổng kết môn học, sinh viên hoàn thiện sản phẩm cuối kỳ, trình bày báo cáo, thể hiện mức độ hiểu biết, tính sáng tạo và khả năng vận dụng kiến thức để đánh giá kết quả học tập.",Phát triển ứng dụng di động,"
4:443337c8-1ea6-45a6-8a90-e64834b5ae05:131",,,,,,,
q050,"Em rất thích phân tích, thiết kế và sáng tạo thì nên học ngành gì tại NEU ạ?",multi_hop,"Nếu bạn yêu thích phân tích, thiết kế và sáng tạo, bạn có thể lựa chọn các ngành sau tại NEU:
Hệ thống thông tin quản lý
Marketing
Công nghệ thông tin
Thương mại điện tử",Marketing; Thương mại điện tử; Công nghệ thông tin; Khoa học máy tính,4:443337c8-1ea6-45a6-8a90-e64834b5ae05:373; 4:443337c8-1ea6-45a6-8a90-e64834b5ae05:539; 4:443337c8-1ea6-45a6-8a90-e64834b5ae05:118; 4:443337c8-1ea6-45a6-8a90-e64834b5ae05:160,Marketing; Thương mại điện tử; Công nghệ thông tin; Khoa học máy tính,6,,,,,
,,,,,,,,,,,,
,"đỏ là k rep đc, vàng là rep đc nhưng sai, xanh rep ok",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
